;+#;Nombre;Precio;1h %;24 h %;7d %;Cap. de Mercado;Volumen (24h);Acciones en circulación
357;4499;Sipher SIPHER;$0.2572;+0.03%;+4.97%;-14.92%;$29.41M $29,413,721;$25,605 99,536 SIPHER;114,340,911 SIPHER
358;4501;Meta Masters Guild Games MEMAGX;$0.004034;+0.53%;+0.27%;-18.98%;$1.81M $1,808,628;$25,536 6,330,787 MEMAGX;448,382,330 MEMAGX
359;4507;TaleCraft CRAFT;$0.004275;-2.85%;+34.87%;-30.07%;$25,648.68 $25,649;$25,359 5,932,212 CRAFT;6,000,000 CRAFT
360;4510;Army of Fortune Gem AFG;$0.01614;-2.73%;-1.56%;-17.87%;$613,443.32 $613,443;$25,253 1,564,321 AFG;38,000,000 AFG
361;4516;Dope Wars Paper PAPER;$0.005661;+0.00%;-9.65%;-24.99%;$5.11M $5,105,298;$24,975 4,411,436 PAPER;901,785,710 PAPER
362;4543;Xtremeverse XTREME;$570.08;+0.00%;+30.97%;+36.90%;$1.71M $1,710,251;$24,051 42 XTREME;3,000 XTREME
363;4588;Kingdomverse KING;$0.001342;-0.36%;+12.80%;-25.33%;$65,241.53 $65,242;$22,456 16,736,907 KING;48,625,000 KING
364;4641;REAKTOR RKR;$0.00001735;+0.01%;-5.10%;-34.02%;$3.16M $3,160,380;$20,737 1,195,134,575 RKR;182,143,425,518 RKR
365;4685;HILO HILO;$0.04837;-0.03%;+2.38%;-18.58%;$3.84M $3,841,864;$19,762 408,581 HILO;79,431,436 HILO
366;4690;Chain Games CHAIN;$0.016;+5.26%;+5.35%;-1.13%;--;$19,453 1,215,812 CHAIN;0 CHAIN
367;4734;Titan Hunters TITA;$0.0008779;+0.03%;-1.54%;-5.58%;--;$18,084 20,599,390 TITA;0 TITA
368;4746;Champz CHAMPZ;$0.006443;+0.00%;+9.59%;+1.43%;$6.44M $6,442,807;$17,654 2,740,034 CHAMPZ;1,000,000,000 CHAMPZ
369;4749;NFT Champions CHAMP;$0.003489;-0.59%;-7.03%;-13.49%;$523,994.09 $523,994;$17,631 5,053,888 CHAMP;150,199,082 CHAMP
370;4795;Hydraverse HDV;$0.0002053;-0.04%;+4.93%;-13.21%;$4,560.14 $4,560;$16,478 80,246,574 HDV;22,208,111 HDV
371;4857;Hero Arena HERA;$0.002234;+0.41%;-5.85%;-16.00%;$12,829.44 $12,829;$15,099 6,760,043 HERA;5,743,750 HERA
372;4861;Titanium22 TI;$0.0...03586;+0.03%;+0.80%;-32.04%;$7.97M $7,969,996;$15,035 419,210,924,813 TI;222,222,222,222,222 TI
373;4892;xPET tech BPET BPET;$0.08417;+0.07%;+2.03%;-24.18%;$677,542.05 $677,542;$14,371 170,738 BPET;8,049,427 BPET
374;4900;ZONE ZONE;$0.001189;+1.59%;-3.32%;-26.75%;$145,255.22 $145,255;$14,261 11,993,104 ZONE;122,154,602 ZONE
375;4911;BunnyPark BP;$0.002603;-0.03%;-1.14%;-9.90%;$203,550.04 $203,550;$14,125 5,426,815 BP;78,204,970 BP
376;4919;Dynasty Wars DWARS;$0.1149;+6.67%;+9.54%;-18.33%;$114,936.43 $114,936;$14,030 122,066 DWARS;1,000,000 DWARS
377;4930;Spintop SPIN;$0.01034;+0.08%;-1.92%;-9.13%;$4.35M $4,348,940;$13,865 1,340,314 SPIN;420,411,050 SPIN
378;4978;Snook SNK;$0.007264;+0.64%;+5.66%;-2.43%;$189,051.24 $189,051;$13,176 1,813,977 SNK;26,027,079 SNK
379;5000;X Protocol POT;$0.006818;-0.04%;-2.64%;-17.50%;$32,387.16 $32,387;$12,875 1,888,250 POT;4,750,000 POT
380;5012;Nomad Exiles PRIDE;$0.001595;+0.17%;-0.98%;-4.08%;$12,761.14 $12,761;$12,589 7,892,291 PRIDE;8,000,000 PRIDE
381;5080;Stella Fantasy SFTY;$0.004745;+0.00%;+0.04%;-4.38%;--;$11,168 2,353,369 SFTY;0 SFTY
382;5086;The GameHub GHUB;$0.01995;+0.00%;-1.61%;-60.11%;$1.99M $1,994,724;$11,035 553,190 GHUB;100,000,000 GHUB
383;5145;StarSharks (SSS) SSS;$0.07763;+0.15%;+1.80%;-12.34%;$101,903.24 $101,903;$9,880 127,268 SSS;1,312,693 SSS
384;5234;Infinity Skies ISKY;$0.002898;-0.02%;-0.17%;-23.10%;--;$8,249 2,846,183 ISKY;--
385;5249;Pegaxy PGX;$0.01349;+0.00%;-0.06%;-14.43%;$2.76M $2,762,547;$7,867 583,308 PGX;204,834,406 PGX
386;5252;Neos Credits NCR;$0.2389;+0.00%;-0.52%;-1.17%;$9.42M $9,417,993;$7,839 32,817 NCR;39,428,414 NCR
387;5256;Ethermon EMON;$0.00146;+0.06%;+1.89%;-2.99%;--;$7,760 5,315,194 EMON;0 EMON
388;5264;Etherpets EPETS;$0.008122;+0.00%;-0.93%;-1.54%;$812,242.9 $812,243;$7,636 940,142 EPETS;100,000,000 EPETS
389;5267;Dark Energy Crystals DEC;$0.0008639;-0.42%;-0.56%;-2.12%;--;$7,561 8,751,665 DEC;--
390;5270;Animalia ANIM;$0.03501;+0.73%;+0.22%;-34.87%;$902,175.8 $902,176;$7,490 213,959 ANIM;25,770,000 ANIM
391;5281;Bezoge Earth BEZOGE;$0.0...07506;+0.00%;-13.08%;+27.31%;$301,848.29 $301,848;$7,365 981,307,415,863,546 BEZOGE;40,215,790,170,922,928 BEZOGE
392;5302;Warped Games WARPED;$0.001367;+0.00%;+3.60%;-14.46%;$7.43M $7,433,837;$6,908 5,051,834 WARPED;5,436,328,567 WARPED
393;5345;Etherscape SCAPE;$0.05847;+7.52%;+34.82%;+61.33%;$584,744.55 $584,745;$6,365 108,844 SCAPE;10,000,000 SCAPE
394;5443;Besa Gaming BESA;$0.0001221;-0.15%;+13.05%;-14.49%;$122,140.05 $122,140;$5,062 41,442,951 BESA;1,000,000,000 BESA
395;5476;Tongochi PET;$0.01377;+1.51%;+5.16%;-49.58%;$1.25M $1,253,958;$4,770 346,508 PET;91,085,000 PET
396;5482;CasinoCoin CSC;$0.0001637;+0.74%;+6.98%;-17.20%;$6.76M $6,758,850;$4,731 28,901,748 CSC;41,290,000,000 CSC
397;5609;Metagame Arena MGA;$0.002837;-0.57%;-0.38%;-11.05%;--;$3,618 1,273,074 MGA;0 MGA
398;5640;Phantom of the Kill HIME;$0.00396;+0.00%;-3.66%;-35.56%;$34,306.05 $34,306;$3,385 854,814 HIME;8,663,488 HIME
399;5658;WAXE WAXE;$63.68;+0.00%;-2.28%;-26.38%;--;$3,304 52 WAXE;0 WAXE
400;5687;Gambit GAMBIT;$0.000003068;-3.54%;-6.45%;-7.24%;$306,793.32 $306,793;$3,061 997,700,991 GAMBIT;100,000,000,000 GAMBIT
401;5740;Undead Blocks UNDEAD;$0.1135;+1.25%;+3.03%;-12.77%;$1.7M $1,703,047;$2,705 23,823 UNDEAD;15,000,000 UNDEAD
402;5757;SPONGE SPONGE;$0.001658;+0.57%;-0.42%;-19.57%;$67.19M $67,194,708;$2,578 1,550,039 SPONGE;40,400,000,000 SPONGE
